tail_num,aircraft_manufacturer,aircraft_model,engine,first_flight
N321AA,Boeing,767,2 x GE CF6-80A2,09/04/1986
N322AA,Boeing,767,2 x GE CF6-80A2,22/04/1986
N323AA,Boeing,767,2 x GE CF6-80A2,10/07/1986
N324AA,Boeing,767,2 x GE CF6-80A2,22/07/1986
N325AA,Boeing,767,2 x GE CF6-80A2,07/11/1986
N327AA,Boeing,767,2 x GE CF6-80A2,02/12/1986
N328AA,Boeing,767,2 x GE CF6-80A2,14/12/1986
N329AA,Boeing,767,2 x GE CF6-80A2,05/02/1987
N330AA,Boeing,767,2 x GE CF6-80A2,25/02/1987
N332AA,Boeing,767,2 x GE CF6-80A2,13/03/1987
N334AA,Boeing,767,2 x GE CF6-80A2,07/04/1987
N335AA,Boeing,767,2 x GE CF6-80A2,12/11/1987
N336AA,Boeing,767,2 x GE CF6-80A2,24/11/1987
N338AA,Boeing,767,2 x GE CF6-80A2,02/12/1987
N339AA,Boeing,767,2 x GE CF6-80A2,15/12/1987
N602TW,Boeing,767,2 x PW JT9D-7R4D,13/11/1982
N650GT,Boeing,767,2 x PW JT9D-7R4D,14/12/1982
N605TW,Boeing,767,2 x PW JT9D-7R4D,24/11/1982
N606TW,Boeing,767,2 x PW JT9D-7R4D,11/01/1983
N651GT,Boeing,767,,01/07/1983
N652GT,Boeing,767,2 x PW JT9D-7R4D,11/07/1983
N653GT,Boeing,767,,20/07/1983
N610TW,Boeing,767,2 x PW JT9D-7R4D,22/09/1983
N767MW,Boeing,767,2 x GE CF6-80A,08/06/1983
N767AX,Boeing,767,2 x GE CF6-80A,07/04/1983
N768AX,Boeing,767,2 x GE CF6-80A,29/04/1983
N774AX,Boeing,767,2 x GE CF6-80A,23/08/1983
N783AX,Boeing,767,2 x GE CF6-80A,11/01/1984
N656GT,Boeing,767,2 x GE CF6-80A,27/01/1984
N657GT,Boeing,767,2 x GE CF6-80A,17/02/1984
N658GT,Boeing,767,2 x GE CF6-80A,20/03/1984
N789AX,Boeing,767,2 x GE CF6-80A,23/10/1984
N655GT,Boeing,767,2 x PW JT9D-7R4D,12/09/1984
N659GT,Boeing,767,2 x GE CF6-80A,27/11/1984
N791AX,Boeing,767,2 x GE CF6-80A,12/02/1985
N792AX,Boeing,767,2 x GE CF6-80A,21/03/1985
N795AX,Boeing,767,2 x GE CF6-80A,02/08/1985
N797AX,Boeing,767,2 x GE CF6-80A,30/10/1985
N605KW,Boeing,767,2 x PW JT8D-7R4D,15/08/1984
N769DA,Boeing,767,2 x PW JT9D-7R4D,31/05/1985
N603KW,Boeing,767,2 x PW JT9D-7R4D,15/07/1985
N768DA,Boeing,767,2 x PW JT9D-7R4D,05/09/1985
N594HA,Boeing,767,2 x GE CF6-80A2,03/10/1986
N596HA,Boeing,767,2 x GE CF6-80A2,25/09/1986
N597HA,Boeing,767,2 x GE CF6-80A2,21/10/1986
N598HA,Boeing,767,2 x GE CF6-80A2,13/10/1986
N120DL,Boeing,767,2 x GE CF6-80A2,20/11/1986
N251MY,Boeing,767,2 x PW JT9D-7R4D,30/01/1986
N602KW,Boeing,767,2 x PW JT9D-7R4D,16/09/1985
N673BF,Boeing,767,2 x PW JT9D-7R4D,16/01/1986
N798AX,Boeing,767,2 x GE CF6-80A,04/06/1986
N799AX,Boeing,767,2 x GE CF6-80A,26/06/1986
N752AX,Boeing,767,2 x GE CF6-80A,14/04/1987
N121DE,Boeing,767,2 x GE CF6-80A2,16/01/1987
N123DN,Boeing,767,2 x GE CF6-80A2,30/09/1987
N124DE,Boeing,767,2 x GE CF6-80A2,09/10/1987
N767TA,Boeing,767,2 x GE CF6-80A2,06/05/1986
N763BK,Boeing,767,,07/04/1987
N999YV,Boeing,767,2 x GE CF6-80C2B2,20/04/1987
N881YV,Boeing,767,2 x GE CF6-80C2B2,04/01/1987
N807AN,Boeing,767,2 x GE CF6-80A2,14/08/1987
N245AY,Boeing,767,2 x GE CF6-80C2B2,03/05/1987
N246AY,Boeing,767,2 x GE CF6-80C2B2,26/05/1987
N248AY,Boeing,767,2 x GE CF6-80C2B2,20/12/1987
N249AU,Boeing,767,2 x GE CF6-80C2B2,09/12/1987
N250AY,Boeing,767,2 x GE CF6-80C2B2,21/04/1988
N253MY,Boeing,767,2 x GE CF6-80C2B4,08/04/1988
N351AA,Boeing,767,2 x GE CF6-80C2B6,02/02/1988
N352AA,Boeing,767,2 x GE CF6-80C2B6,02/03/1988
N353AA,Boeing,767,2 x GE CF6-80C2B6,17/03/1988
N397AZ,Boeing,767,2 x GE CF6-80C2B6,07/04/1988
N359AZ,Boeing,767,2 x GE CF6-80C2B6,16/05/1988
N39356,Boeing,767,2 x GE CF6-80C2B6,11/06/1988
N357AA,Boeing,767,2 x GE CF6-80C2B6,16/06/1988
N358AA,Boeing,767,2 x GE CF6-80C2B6,06/07/1988
N360AA,Boeing,767,2 x GE CF6-80C2B6,15/07/1988
N361AA,Boeing,767,2 x GE CF6-80C2B6,19/08/1988
N362AA,Boeing,767,2 x GE CF6-80C2B6,26/08/1988
N363AA,Boeing,767,2 x GE CF6-80C2B6,02/09/1988
N39364,Boeing,767,2 x GE CF6-80C2B6,16/09/1988
N39365,Boeing,767,2 x GE CF6-80C2B6,29/09/1988
N125DL,Boeing,767,2 x GE CF6-80A2,15/01/1988
N126DL,Boeing,767,2 x GE CF6-80A2,19/01/1988
N127DL,Boeing,767,2 x GE CF6-80A2,02/02/1988
