tail_num,aircraft_manufacturer,aircraft_model,engine,first_flight
N527VL,Airbus,A320,2 x IAE V2527E-A5,20/07/2015
N743AV,Airbus,A320,2 x CFMI CFM56-5B4/P,25/08/2015
N745AV,Airbus,A320,2 x CFMI CFM56-5B4/P,27/08/2015
N230FR,Airbus,A320,2 x CFMI CFM56-5B4/P,14/09/2015
N283VA,Airbus,A320,2 x CFMI CFM56-5B4/P,02/10/2015
N901NK,Airbus,A320,2 x PW PW1127G,27/09/2016
N284VA,Airbus,A320,2 x CFMI CFM56-5B4/P,29/10/2015
N232FR,Airbus,A320,2 x CFMI CFM56-5B4/P,30/10/2015
N748AV,Airbus,A320,2 x CFMI CFM56-5B4/P,17/11/2015
N285VA,Airbus,A320,2 x CFMI CFM56-5B4/P,30/11/2015
N902NK,Airbus,A320,2 x PW PW1127G,21/09/2016
N286VA,Airbus,A320,2 x CFMI CFM56-5B4/P,17/12/2015
N362VA,Airbus,A320,2 x CFMI CFM56-5B4/P,27/01/2016
N645NK,Airbus,A320,2 x IAE V2527-A5,25/02/2016
N903NK,Airbus,A320,2 x PW PW1127G,17/10/2016
N528VL,Airbus,A320,2 x PW PW1127G,25/08/2016
N646NK,Airbus,A320,2 x IAE V2527-A5,15/03/2016
N363VA,Airbus,A320,2 x CFMI CFM56-5B4/P,23/03/2016
N904NK,Airbus,A320,2 x PW PW1127G,24/11/2016
N233FR,Airbus,A320,2 x CFMI CFM56-5B4/P,12/04/2016
N529VL,Airbus,A320,2 x PW PW1127G,18/01/2017
N750AV,Airbus,A320,2 x CFMI CFM56-5B4/P,27/04/2016
N364VA,Airbus,A320,2 x CFMI CFM56-5B4/P,03/05/2016
N301FR,Airbus,A320,2 x CFMI LEAP-1A26,07/07/2016
N644NK,Airbus,A320,2 x IAE V2527-A5,11/05/2016
N365VA,Airbus,A320,2 x CFMI CFM56-5B4/P,06/06/2016
N303FR,Airbus,A320,2 x CFMI LEAP-1A26,21/10/2016
N235FR,Airbus,A320,2 x CFMI CFM56-5B4/P,22/08/2016
N905NK,Airbus,A320,2 x PW PW1127G,30/11/2016
N304FR,Airbus,A320,2 x CFMI LEAP-1A26,06/12/2016
N305FR,Airbus,A320,2 x CFMI LEAP-1A26,23/12/2016
N236FR,Airbus,A320,2 x CFMI CFM56-5B4/P,28/10/2016
N755AV,Airbus,A320,2 x CFMI CFM56-5B4/P,05/12/2016
N238FR,Airbus,A320,2 x CFMI CFM56-5B4/P,13/12/2016
N307FR,Airbus,A320,2 x CFMI LEAP-1A26,10/02/2017
N308FR,Airbus,A320,2 x CFMI LEAP-1A26,22/03/2017
N530VL,Airbus,A320,2 x PW PW1127G,14/09/2017
N309FR,Airbus,A320,2 x CFMI LEAP-1A26,04/04/2017
N310FR,Airbus,A320,2 x CFMI LEAP-1A26,04/05/2017
N531VL,Airbus,A320,2 x PW PW1127G,15/09/2017
N647NK,Airbus,A320,2 x IAE V2527-A5,14/03/2017
N311FR,Airbus,A320,2 x CFMI LEAP-1A26,08/06/2017
N648NK,Airbus,A320,2 x IAE V2527-A5,05/04/2017
N246NV,Airbus,A320,2 x CFMI CFM56-5B4/P,11/04/2017
N649NK,Airbus,A320,2 x IAE V2527-A5,24/04/2017
N247NV,Airbus,A320,2 x CFMI CFM56-5B4/P,26/05/2017
N650NK,Airbus,A320,2 x IAE V2527-A5,15/08/2017
N313FR,Airbus,A320,2 x CFMI LEAP-1A26,03/07/2017
N250NV,Airbus,A320,2 x CFMI CFM56-5B4/P,07/07/2017
N913NK,Airbus,A320,2 x PW PW1127G,09/11/2017
N249NV,Airbus,A320,2 x CFMI CFM56-5B4/P,08/07/2017
N312FR,Airbus,A320,2 x CFMI LEAP-1A26,27/10/2017
N248NV,Airbus,A320,2 x CFMI CFM56-5B4/P,11/07/2017
N906NK,Airbus,A320,2 x PW PW1127G,16/01/2018
N532VL,Airbus,A320,2 x PW PW1127G,24/11/2017
N316FR,Airbus,A320,2 x CFMI LEAP-1A26,05/10/2017
N317FR,Airbus,A320,2 x CFMI LEAP-1A26,25/10/2017
N251NV,Airbus,A320,2 x CFMI CFM56-5B4/P,22/09/2017
N915NK,Airbus,A320,2 x PW PW1127G,17/01/2018
N533VL,Airbus,A320,2 x PW PW1127G,09/04/2018
N252NV,Airbus,A320,2 x CFMI CFM56-5B4/P,31/08/2017
N764AV,Airbus,A320,2 x CFMI LEAP-1A26,27/11/2017
N253NV,Airbus,A320,2 x CFMI CFM56-5B4/P,04/10/2017
N254NV,Airbus,A320,2 x CFMI CFM56-5B4/P,30/10/2017
N323FR,Airbus,A320,2 x CFMI LEAP-1A26,25/11/2017
N765AV,Airbus,A320,2 x CFMI LEAP-1A26,30/11/2017
N318FR,Airbus,A320,2 x CFMI LEAP-1A26,14/12/2017
N324FR,Airbus,A320,2 x CFMI LEAP-1A26,02/12/2017
N322FR,Airbus,A320,2 x CFMI LEAP-1A26,16/12/2017
N255NV,Airbus,A320,2 x CFMI CFM56-5B4/P,10/11/2017
N653NK,Airbus,A320,2 x IAE V2527-A5,16/01/2018
N651NK,Airbus,A320,2 x IAE V2527-A5,10/12/2017
N652NK,Airbus,A320,2 x IAE V2527-A5,14/12/2017
N912NK,Airbus,A320,2 x PW PW1127G,28/11/2018
N766AV,Airbus,A320,2 x CFMI LEAP-1A26,26/02/2018
N326FR,Airbus,A320,2 x CFMI LEAP-1A26,16/02/2018
N328FR,Airbus,A320,2 x CFMI LEAP-1A26,06/03/2018
N329FR,Airbus,A320,2 x CFMI LEAP-1A26,13/04/2018
N769AV,Airbus,A320,2 x CFMI LEAP-1A26,26/03/2018
N654NK,Airbus,A320,2 x IAE V2527-A5,10/04/2018
N330FR,Airbus,A320,2 x CFMI LEAP-1A26,13/04/2018
N256NV,Airbus,A320,2 x CFMI CFM56-5B4/P,15/05/2018
N331FR,Airbus,A320,2 x CFMI LEAP-1A26,29/05/2018
N775AV,Airbus,A320,2 x CFMI LEAP-1A26,23/05/2018
N907NK,Airbus,A320,2 x PW PW1127G,03/09/2018
N776AV,Airbus,A320,2 x CFMI LEAP-1A26,15/06/2018
N779AV,Airbus,A320,2 x CFMI LEAP-1A26,13/07/2018
N334FR,Airbus,A320,2 x CFMI LEAP-1A26,21/06/2018
N332FR,Airbus,A320,2 x CFMI LEAP-1A26,30/07/2018
N335FR,Airbus,A320,2 x CFMI LEAP-1A26,23/07/2018
N257NV,Airbus,A320,2 x CFMI CFM56-5B4/P,09/07/2018
N336FR,Airbus,A320,2 x CFMI LEAP-1A26,23/07/2018
N538VL,Airbus,A320,2 x PW PW1127G,21/11/2018
N655NK,Airbus,A320,2 x IAE V2527-A5,06/08/2018
N337FR,Airbus,A320,2 x CFMI LEAP-1A26,04/10/2018
N656NK,Airbus,A320,2 x IAE V2527-A5,27/07/2018
N338FR,Airbus,A320,2 x CFMI LEAP-1A26,24/08/2018
N690NK,Airbus,A320,2 x IAE V2527-A5,18/09/2018
N539VL,Airbus,A320,2 x PW PW1127G,01/10/2018
N341FR,Airbus,A320,2 x CFMI LEAP-1A26,12/10/2018
N339FR,Airbus,A320,2 x CFMI LEAP-1A26,15/10/2018
N342FR,Airbus,A320,2 x CFMI LEAP-1A26,29/10/2018
N343FR,Airbus,A320,2 x CFMI LEAP-1A26,27/11/2018
N692NK,Airbus,A320,2 x IAE V2527-A5,29/11/2018
N691NK,Airbus,A320,2 x IAE V2527-A5,30/11/2018
N694NK,Airbus,A320,2 x IAE V2527-A5,05/12/2018
N344FR,Airbus,A320,2 x CFMI LEAP-1A26,03/12/2018
N346FR,Airbus,A320,2 x CFMI LEAP-1A26,03/01/2019
N908NK,Airbus,A320,2 x PW PW1127G,05/12/2018
N693NK,Airbus,A320,2 x IAE V2527-A5,06/12/2018
N910NK,Airbus,A320,2 x PW PW1127G,12/12/2018
N276NV,Airbus,A320,2 x CFMI CFM56-5B4/P,16/01/2019
N695NK,Airbus,A320,2 x IAE V2527-A5,18/01/2019
N349FR,Airbus,A320,2 x CFMI LEAP-1A26,26/02/2019
N347FR,Airbus,A320,2 x CFMI LEAP-1A26,19/03/2019
N696NK,Airbus,A320,2 x IAE V2527-A5,07/05/2019
N541VL,Airbus,A320,2 x PW PW1127G,24/07/2019
N350FR,Airbus,A320,2 x CFMI LEAP-1A26,10/04/2019
N762AV,Airbus,A320,2 x CFMI LEAP-1A26,18/06/2019
N351FR,Airbus,A320,2 x CFMI LEAP-1A26,01/05/2019
N788AV,Airbus,A320,2 x CFMI LEAP-1A26,19/06/2019
N348FR,Airbus,A320,2 x CFMI LEAP-1A26,18/05/2019
N352FR,Airbus,A320,2 x CFMI LEAP-1A26,11/06/2019
N353FR,Airbus,A320,2 x CFMI LEAP-1A26,14/06/2019
N354FR,Airbus,A320,2 x CFMI LEAP-1A26,18/06/2019
N818AV,Airbus,A320,2 x CFMI LEAP-1A26,06/11/2019
N356FR,Airbus,A320,2 x CFMI LEAP-1A26,18/07/2019
N358FR,Airbus,A320,2 x CFMI LEAP-1A26,05/08/2019
N927NK,Airbus,A320,2 x PW PW1127G,03/07/2019
N928NK,Airbus,A320,2 x PW PW1127G,01/08/2019
N916NK,Airbus,A320,2 x PW PW1127G,09/09/2019
N359FR,Airbus,A320,2 x CFMI LEAP-1A26,23/09/2019
N917NK,Airbus,A320,2 x PW PW1127G,07/11/2019
N360FR,Airbus,A320,2 x CFMI LEAP-1A26,07/10/2018
N361FR,Airbus,A320,2 x CFMI LEAP-1A26,14/10/2019
N362FR,Airbus,A320,2 x CFMI LEAP-1A26,17/10/2019
N918NK,Airbus,A320,2 x PW PW1127G,29/10/2019
N363FR,Airbus,A320,2 x CFMI LEAP-1A26,05/11/2019
N364FR,Airbus,A320,2 x CFMI LEAP-1A26,27/11/2019
N919NK,Airbus,A320,2 x PW PW1127G,15/11/2019
N920NK,Airbus,A320,2 x PW PW1127G,18/11/2019
N921NK,Airbus,A320,2 x PW PW1127G,11/11/2019
N365FR,Airbus,A320,2 x CFMI LEAP-1A26,06/12/2019
N922NK,Airbus,A320,2 x PW PW1127G,18/12/2019
N923NK,Airbus,A320,2 x PW PW1127G,11/12/2019
N544VL,Airbus,A320,2 x PW PW1127G,28/10/2019
N929NK,Airbus,A320,2 x PW PW1127G,18/02/2020
N924NK,Airbus,A320,2 x PW PW1127G,15/01/2020
N925NK,Airbus,A320,2 x PW PW1127G,20/01/2020
N366FR,Airbus,A320,2 x CFMI LEAP-1A26,24/02/2020
N926NK,Airbus,A320,2 x PW PW1127G,06/02/2020
N930NK,Airbus,A320,2 x PW PW1127G,18/03/2020
N367FR,Airbus,A320,2 x CFMI LEAP-1A26,18/02/2020
N931NK,Airbus,A320,2 x PW PW1127G,27/03/2020
N368FR,Airbus,A320,2 x CFMI LEAP-1A26,14/05/2020
N932NK,Airbus,A320,2 x PW PW1127G,08/06/2020
N933NK,Airbus,A320,2 x PW PW1127G,04/08/2020
N369FR,Airbus,A320,2 x CFMI LEAP-1A26,18/06/2020
N370FR,Airbus,A320,2 x CFMI LEAP-1A26,05/03/2020
N371FR,Airbus,A320,2 x CFMI LEAP-1A26,13/07/2020
N934NK,Airbus,A320,2 x PW PW1127G,08/09/2020
N372FR,Airbus,A320,2 x CFMI LEAP-1A26,14/08/2020
N161UW,Airbus,A321,2 x CFMI CFM56-5B3/P,09/01/2001
N162UW,Airbus,A321,2 x CFMI CFM56-5B3/P,01/02/2001
N163US,Airbus,A321,2 x CFMI CFM56-5B3/P,16/02/2001
N189UW,Airbus,A321,2 x CFMI CFM56-5B3/P,19/01/2001
N165US,Airbus,A321,2 x CFMI CFM56-5B3/P,26/01/2001
N190UW,Airbus,A321,2 x CFMI CFM56-5B3/P,06/02/2001
N167US,Airbus,A321,2 x CFMI CFM56-5B3/P,09/02/2001
N191UW,Airbus,A321,2 x CFMI CFM56-5B3/P,15/02/2001
N169UW,Airbus,A321,2 x CFMI CFM56-5B3/P,24/02/2001
N170US,Airbus,A321,2 x CFMI CFM56-5B3/P,07/03/2001
N171US,Airbus,A321,2 x CFMI CFM56-5B3/P,13/03/2001
N172US,Airbus,A321,2 x CFMI CFM56-5B3/P,27/03/2001
N173US,Airbus,A321,2 x CFMI CFM56-5B3/P,29/03/2001
N174US,Airbus,A321,2 x CFMI CFM56-5B3/P,11/04/2001
N192UW,Airbus,A321,2 x CFMI CFM56-5B3/P,20/04/2001
N176UW,Airbus,A321,2 x CFMI CFM56-5B3/P,23/04/2001
N177US,Airbus,A321,2 x CFMI CFM56-5B3/P,17/05/2001
N178US,Airbus,A321,2 x CFMI CFM56-5B3/P,18/05/2001
N179UW,Airbus,A321,2 x CFMI CFM56-5B3/P,09/06/2001
N180US,Airbus,A321,2 x CFMI CFM56-5B3/P,05/06/2001
N181UW,Airbus,A321,2 x CFMI CFM56-5B3/P,26/06/2001
N182UW,Airbus,A321,2 x CFMI CFM56-5B3/P,28/06/2001
N183UW,Airbus,A321,2 x CFMI CFM56-5B3/P,20/06/2001
N184US,Airbus,A321,2 x CFMI CFM56-5B3/P,07/01/2002
N185UW,Airbus,A321,2 x CFMI CFM56-5B3/P,21/01/2002
N186US,Airbus,A321,2 x CFMI CFM56-5B3/P,27/02/2002
N187US,Airbus,A321,2 x CFMI CFM56-5B3/P,11/03/2002
N188US,Airbus,A321,2 x CFMI CFM56-5B3/P,11/04/2002
N568TA,Airbus,A321,2 x IAE V2533-A5,08/02/2006
N193UW,Airbus,A321,2 x CFMI CFM56-5B3/P,08/07/2008
N194UW,Airbus,A321,2 x CFMI CFM56-5B3/P,19/08/2008
N195UW,Airbus,A321,2 x CFMI CFM56-5B3/P,26/08/2008
N507AY,Airbus,A321,2 x IAE V2533-A5,14/11/2008
N508AY,Airbus,A321,2 x IAE V2533-A5,10/12/2008
N509AY,Airbus,A321,2 x IAE V2533-A5,09/02/2009
N510UW,Airbus,A321,2 x IAE V2533-A5,25/03/2009
N570TA,Airbus,A321,2 x IAE V2533-A5,06/04/2009
N196UW,Airbus,A321,2 x CFMI CFM56-5B3/P,16/04/2009
N519UW,Airbus,A321,2 x IAE V2533-A5,15/04/2009
N970UY,Airbus,A321,2 x IAE V2533-A5,20/05/2009
N197UW,Airbus,A321,2 x CFMI CFM56-5B3/P,25/05/2009
N521UW,Airbus,A321,2 x IAE V2533-A5,09/06/2009
N523UW,Airbus,A321,2 x IAE V2533-A5,25/06/2009
N524UW,Airbus,A321,2 x IAE V2533-A5,10/07/2009
N534UW,Airbus,A321,2 x IAE V2533-A5,21/07/2009
N535UW,Airbus,A321,2 x IAE V2533-A5,23/07/2009
N536UW,Airbus,A321,2 x IAE V2533-A5,10/09/2009
N537UW,Airbus,A321,2 x IAE V2533-A5,22/09/2009
N538UW,Airbus,A321,2 x IAE V2533-A5,30/09/2009
N539UW,Airbus,A321,2 x IAE V2533-A5,23/10/2009
N540UW,Airbus,A321,2 x IAE V2533-A5,30/11/2009
N972UY,Airbus,A321,2 x IAE V2533-A5,27/11/2009
N542UW,Airbus,A321,2 x IAE V2533-A5,08/12/2009
N543UW,Airbus,A321,2 x IAE V2533-A5,15/09/2011
N544UW,Airbus,A321,2 x IAE V2533-A5,08/09/2011
N545UW,Airbus,A321,2 x IAE V2533-A5,09/09/2011
N546UW,Airbus,A321,2 x IAE V2533-A5,19/10/2011
N973UY,Airbus,A321,2 x IAE V2533-A5,20/10/2011
N974UY,Airbus,A321,2 x IAE V2533-A5,24/10/2011
N549UW,Airbus,A321,2 x IAE V2533-A5,19/11/2011
N975UY,Airbus,A321,2 x IAE V2533-A5,23/11/2011
N551UW,Airbus,A321,2 x IAE V2533-A5,24/11/2011
N552UW,Airbus,A321,2 x IAE V2533-A5,06/12/2011
N553UW,Airbus,A321,2 x IAE V2533-A5,25/11/2011
N554UW,Airbus,A321,2 x IAE V2533-A5,20/12/2011
N976UY,Airbus,A321,2 x IAE V2533-A5,16/07/2012
N556UW,Airbus,A321,2 x IAE V2533-A5,26/07/2012
N557UW,Airbus,A321,2 x IAE V2533-A5,08/08/2012
N558UW,Airbus,A321,2 x IAE V2533-A5,23/08/2012
N559UW,Airbus,A321,2 x IAE V2533-A5,11/09/2012
N560UW,Airbus,A321,2 x IAE V2533-A5,14/09/2012
N561UW,Airbus,A321,2 x IAE V2533-A5,18/09/2012
N562UW,Airbus,A321,2 x IAE V2533-A5,12/10/2012
N563UW,Airbus,A321,2 x IAE V2530-A5,30/10/2012
N982VJ,Airbus,A321,2 x IAE V2533-A5,01/11/2012
N977UY,Airbus,A321,2 x IAE V2533-A5,05/12/2012
N978UY,Airbus,A321,2 x IAE V2533-A5,17/12/2012
N198UW,Airbus,A321,2 x CFMI CFM56-5B3/P,29/01/2013
N199UW,Airbus,A321,2 x CFMI CFM56-5B3/P,07/02/2013
N150UW,Airbus,A321,2 x CFMI CFM56-5B3/P,27/02/2013
N151UW,Airbus,A321,2 x CFMI CFM56-5B3/P,01/03/2013
N901JT,Airbus,A321,2 x IAE V2533-A5,22/04/2013
N152UW,Airbus,A321,2 x CFMI CFM56-5B3/P,26/04/2013
N153UW,Airbus,A321,2 x CFMI CFM56-5B3/P,30/04/2013
N902JT,Airbus,A321,2 x IAE V2533-A5,15/05/2013
N154UW,Airbus,A321,2 x CFMI CFM56-5B3/P,03/06/2013
N155UW,Airbus,A321,2 x CFMI CFM56-5B3/P,10/06/2013
N156UW,Airbus,A321,2 x CFMI CFM56-5B3/P,26/06/2013
N157UW,Airbus,A321,2 x CFMI CFM56-5B3/P,04/07/2013
N567UW,Airbus,A321,2 x IAE V2533-A5,24/07/2013
N568UW,Airbus,A321,2 x IAE V2533-A5,20/08/2013
N979UY,Airbus,A321,2 x IAE V2533-A5,27/08/2013
N903JB,Airbus,A321,2 x IAE V2533-A5,18/09/2013
N980UY,Airbus,A321,2 x IAE V2533-A5,27/09/2013
N981UY,Airbus,A321,2 x IAE V2533-A5,08/10/2013
N101NN,Airbus,A321,2 x IAE V2533-A5,06/11/2013
N905JB,Airbus,A321,2 x IAE V2533-A5,31/10/2013
N102NN,Airbus,A321,2 x IAE V2533-A5,21/11/2013
N907JB,Airbus,A321,2 x IAE V2533-A5,11/11/2013
N103NN,Airbus,A321,2 x IAE V2533-A5,10/12/2013
N104NN,Airbus,A321,2 x IAE V2533-A5,10/12/2013
N572UW,Airbus,A321,2 x IAE V2533-A5,07/12/2013
N105NN,Airbus,A321,2 x IAE V2533-A5,15/12/2013
N913JB,Airbus,A321,2 x IAE V2533-A5,02/12/2013
N106NN,Airbus,A321,2 x IAE V2533-A5,10/01/2014
N692AV,Airbus,A321,2 x IAE V2533-A5,10/01/2014
N107NN,Airbus,A321,2 x IAE V2533-A5,13/01/2014
N573UW,Airbus,A321,2 x IAE V2533-A5,10/01/2014
N108NN,Airbus,A321,2 x IAE V2533-A5,21/01/2014
N109NN,Airbus,A321,2 x IAE V2533-A5,31/01/2014
N923JB,Airbus,A321,2 x IAE V2533-A5,04/02/2014
N110AN,Airbus,A321,2 x IAE V2533-A5,14/02/2014
N575UW,Airbus,A321,2 x IAE V2533-A5,10/02/2014
N111ZM,Airbus,A321,2 x IAE V2533-A5,12/02/2014
N112AN,Airbus,A321,2 x IAE V2533-A5,25/02/2014
N693AV,Airbus,A321,2 x IAE V2533-A5,20/02/2014
N805AV,Airbus,A321,2 x IAE V2533-A5,04/03/2014
N113AN,Airbus,A321,2 x IAE V2533-A5,14/03/2014
N576UW,Airbus,A321,2 x IAE V2533-A5,12/03/2014
N929JB,Airbus,A321,2 x IAE V2533-A5,09/04/2014
N578UW,Airbus,A321,2 x IAE V2533-A5,22/03/2014
N114NN,Airbus,A321,2 x IAE V2533-A5,04/04/2014
N930JL,Airbus,A321,2 x IAE V2533-A5,25/03/2014
N115NN,Airbus,A321,2 x IAE V2533-A5,15/04/2014
N116AN,Airbus,A321,2 x IAE V2533-A5,05/05/2014
N117AN,Airbus,A321,2 x IAE V2533-A5,25/04/2014
N579UW,Airbus,A321,2 x IAE V2533-A5,09/05/2014
N931JT,Airbus,A321,2 x IAE V2533-A5,27/05/2014
N934JB,Airbus,A321,2 x IAE V2533-A5,26/05/2014
N580UW,Airbus,A321,2 x IAE V2533-A5,22/05/2014
N696AV,Airbus,A321,2 x IAE V2533-A5,30/05/2014
N581UW,Airbus,A321,2 x IAE V2533-A5,28/05/2014
N118NN,Airbus,A321,2 x IAE V2533-A5,19/06/2014
N582UW,Airbus,A321,2 x IAE V2533-A5,30/06/2014
N583UW,Airbus,A321,2 x IAE V2533-A5,04/07/2014
N935JB,Airbus,A321,2 x IAE V2533-A5,15/07/2014
N697AV,Airbus,A321,2 x IAE V2533-A5,15/07/2014
N584UW,Airbus,A321,2 x IAE V2533-A5,22/07/2014
N585UW,Airbus,A321,2 x IAE V2533-A5,11/07/2014
N725AV,Airbus,A321,2 x IAE V2533-A5,07/08/2014
N119NN,Airbus,A321,2 x IAE V2533-A5,30/07/2014
N120EE,Airbus,A321,2 x IAE V2533-A5,18/08/2014
N586UW,Airbus,A321,2 x IAE V2533-A5,12/08/2014
N587UW,Airbus,A321,2 x IAE V2533-A5,11/08/2014
N121AN,Airbus,A321,2 x IAE V2533-A5,14/08/2014
N937JB,Airbus,A321,2 x IAE V2533-A5,22/08/2014
N971UY,Airbus,A321,2 x IAE V2533-A5,08/08/2014
N122NN,Airbus,A321,2 x IAE V2533-A5,25/08/2014
N913US,Airbus,A321,2 x IAE V2533-A5,26/08/2014
N123NN,Airbus,A321,2 x IAE V2533-A5,09/09/2014
N912UY,Airbus,A321,2 x IAE V2533-A5,02/09/2014
N124AA,Airbus,A321,2 x IAE V2533-A5,15/09/2014
N125AA,Airbus,A321,2 x IAE V2533-A5,10/09/2014
N942JB,Airbus,A321,2 x IAE V2533-A5,23/09/2014
N810AV,Airbus,A321,2 x IAE V2533-A5,23/09/2014
N126AN,Airbus,A321,2 x IAE V2533-A5,14/10/2014
N943JT,Airbus,A321,2 x IAE V2533-A5,21/10/2014
N127AA,Airbus,A321,2 x IAE V2533-A5,31/10/2014
N914UY,Airbus,A321,2 x IAE V2533-A5,30/10/2014
N944JT,Airbus,A321,2 x IAE V2533-A5,10/11/2014
N915US,Airbus,A321,2 x IAE V2533-A5,02/12/2014
N945JT,Airbus,A321,2 x IAE V2533-A5,03/12/2014
N729AV,Airbus,A321,2 x IAE V2533-A5,11/12/2014
N129AA,Airbus,A321,2 x IAE V2533-A5,12/12/2014
N916US,Airbus,A321,2 x IAE V2533-A5,22/12/2014
N946JL,Airbus,A321,2 x IAE V2533-A5,08/01/2015
N917UY,Airbus,A321,2 x IAE V2533-A5,08/01/2015
N918US,Airbus,A321,2 x IAE V2533-A5,22/01/2015
N947JB,Airbus,A321,2 x IAE V2533-A5,26/01/2015
N131NN,Airbus,A321,2 x IAE V2533-A5,09/02/2015
N132AN,Airbus,A321,2 x IAE V2533-A5,12/02/2015
N919US,Airbus,A321,2 x IAE V2533-A5,12/02/2015
N133AN,Airbus,A321,2 x IAE V2533-A5,20/02/2015
N920US,Airbus,A321,2 x IAE V2533-A5,16/02/2015
N134AN,Airbus,A321,2 x IAE V2533-A5,04/03/2015
N746AV,Airbus,A321,2 x CFMI CFM56-5B3/P,09/04/2015
N965JT,Airbus,A321,2 x IAE V2533-A5,21/03/2016
N135NN,Airbus,A321,2 x IAE V2533-A5,10/03/2015
N921US,Airbus,A321,2 x IAE V2533-A5,09/04/2015
N136AN,Airbus,A321,2 x IAE V2533-A5,17/04/2015
N922US,Airbus,A321,2 x IAE V2533-A5,31/03/2015
N923US,Airbus,A321,2 x IAE V2533-A5,02/04/2015
N948JB,Airbus,A321,2 x IAE V2533-A5,25/03/2015
N924US,Airbus,A321,2 x IAE V2533-A5,16/04/2015
N949JT,Airbus,A321,2 x IAE V2533-A5,13/04/2015
N950JT,Airbus,A321,2 x IAE V2533-A5,15/05/2015
N925UY,Airbus,A321,2 x IAE V2533-A5,20/05/2015
N926UW,Airbus,A321,2 x IAE V2533-A5,27/05/2015
N162AA,Airbus,A321,2 x IAE V2533-A5,19/04/2016
N927UW,Airbus,A321,2 x IAE V2533-A5,11/05/2015
N137AA,Airbus,A321,2 x IAE V2533-A5,10/06/2015
N138AN,Airbus,A321,2 x IAE V2533-A5,16/06/2015
N141NN,Airbus,A321,2 x IAE V2533-A5,10/07/2015
N952JB,Airbus,A321,2 x IAE V2533-A5,09/06/2015
N140AN,Airbus,A321,2 x IAE V2533-A5,01/07/2015
N657NK,Airbus,A321,2 x IAE V2533-A5,26/06/2015
N139AN,Airbus,A321,2 x IAE V2533-A5,14/07/2015
N142AN,Airbus,A321,2 x IAE V2533-A5,24/07/2015
N144AN,Airbus,A321,2 x IAE V2533-A5,30/07/2015
N954JB,Airbus,A321,2 x IAE V2533-A5,29/07/2015
N658NK,Airbus,A321,2 x IAE V2533-A5,03/08/2015
N143AN,Airbus,A321,2 x IAE V2533-A5,13/08/2015
N955JB,Airbus,A321,2 x IAE V2533-A5,27/08/2015
N146AA,Airbus,A321,2 x IAE V2533-A5,20/08/2015
N744AV,Airbus,A321,2 x CFMI CFM56-5B3/P,07/09/2015
N659NK,Airbus,A321,2 x IAE V2533-A5,10/09/2015
N145AN,Airbus,A321,2 x IAE V2533-A5,21/09/2015
N148AN,Airbus,A321,2 x IAE V2533-A5,24/09/2015
N956JT,Airbus,A321,2 x IAE V2533-A5,15/09/2015
N701FR,Airbus,A321,2 x CFMI CFM56-5B3/P,28/09/2015
N147AA,Airbus,A321,2 x IAE V2533-A5,24/09/2015
N660NK,Airbus,A321,2 x IAE V2533-A5,12/10/2015
N957JB,Airbus,A321,2 x IAE V2533-A5,07/10/2015
N149AN,Airbus,A321,2 x IAE V2533-A5,15/10/2015
N702FR,Airbus,A321,2 x CFMI CFM56-5B3/P,19/10/2015
N150NN,Airbus,A321,2 x IAE V2533-A5,04/11/2015
N151AN,Airbus,A321,2 x IAE V2533-A5,16/10/2015
N704FR,Airbus,A321,2 x CFMI CFM56-5B3/P,20/10/2015
N958JB,Airbus,A321,2 x IAE V2533-A5,09/11/2015
N747AV,Airbus,A321,2 x IAE V2533-A5,09/11/2015
N163AA,Airbus,A321,2 x IAE V2533-A5,10/05/2016
N661NK,Airbus,A321,2 x IAE V2533-A5,13/11/2015
N152AA,Airbus,A321,2 x IAE V2533-A5,08/12/2015
N705FR,Airbus,A321,2 x CFMI CFM56-5B3/P,05/12/2015
N662NK,Airbus,A321,2 x IAE V2533-A5,08/12/2015
N959JB,Airbus,A321,2 x IAE V2533-A5,10/12/2015
N153AN,Airbus,A321,2 x IAE V2533-A5,14/12/2015
N164NN,Airbus,A321,2 x IAE V2533-A5,09/06/2016
N301DV,Airbus,A321,2 x CFMI CFM56-5B3/P,15/02/2016
N706FR,Airbus,A321,2 x CFMI CFM56-5B3/P,21/12/2015
N154AA,Airbus,A321,2 x IAE V2533-A5,08/01/2016
N961JT,Airbus,A321,2 x IAE V2533-A5,07/01/2016
N155NN,Airbus,A321,2 x IAE V2533-A5,14/01/2016
N165NN,Airbus,A321,2 x IAE V2533-A5,20/06/2016
N166NN,Airbus,A321,2 x IAE V2533-A5,15/07/2016
N156AN,Airbus,A321,2 x IAE V2533-A5,09/02/2016
N962JT,Airbus,A321,2 x IAE V2533-A5,09/02/2016
N663NK,Airbus,A321,2 x IAE V2533-A5,22/02/2016
N157AA,Airbus,A321,2 x IAE V2533-A5,05/03/2016
N158AN,Airbus,A321,2 x IAE V2533-A5,23/03/2016
N167AN,Airbus,A321,2 x IAE V2533-A5,29/07/2016
N964JT,Airbus,A321,2 x IAE V2533-A5,03/03/2016
N664NK,Airbus,A321,2 x IAE V2533-A5,17/03/2016
N302DN,Airbus,A321,2 x CFMI CFM56-5B3/P,01/04/2016
N159AN,Airbus,A321,2 x IAE V2533-A5,08/03/2016
